strategy,target,seed,arm,month,n,train_size,f1,prec,rec,family_n,family_recall_clean,family_recall_watermarked,probe_sfone_n,probe_sfone_rec,probe_sfone_wm,probe_wacatac_n,probe_wacatac_rec,probe_wacatac_wm,probe_upatre_n,probe_upatre_rec,probe_upatre_wm,probe_wabot_n,probe_wabot_rec,probe_wabot_wm,probe_small_n,probe_small_rec,probe_small_wm,probe_ganelp_n,probe_ganelp_rec,probe_ganelp_wm,probe_dinwod_n,probe_dinwod_rec,probe_dinwod_wm,probe_mira_n,probe_mira_rec,probe_mira_wm,probe_berbew_n,probe_berbew_rec,probe_berbew_wm,probe_sillyp2p_n,probe_sillyp2p_rec,probe_sillyp2p_wm,probe_ceeinject_n,probe_ceeinject_rec,probe_ceeinject_wm,probe_gepys_n,probe_gepys_rec,probe_gepys_wm,probe_benjamin_n,probe_benjamin_rec,probe_benjamin_wm,probe_musecador_n,probe_musecador_rec,probe_musecador_wm,probe_autoit_n,probe_autoit_rec,probe_autoit_wm
uncertainty,wacatac,2,clean,2019-11,6212,1644,0.9894148192530458,0.9856744926382809,0.9931836407377707,664,0.9984939759036144,0.9984939759036144,10,1.0,1.0,664,0.9984939759036144,0.9984939759036144,145,1.0,1.0,60,1.0,1.0,127,1.0,1.0,15,1.0,1.0,92,1.0,1.0,140,1.0,1.0,83,1.0,1.0,30,1.0,1.0,18,1.0,1.0,50,1.0,1.0,15,1.0,1.0,97,1.0,1.0,56,1.0,1.0
uncertainty,wacatac,2,clean,2019-12,10159,1955,0.9886699507389163,0.9835824552805685,0.9938103490963109,1288,1.0,1.0,81,1.0,1.0,1288,1.0,1.0,277,1.0,1.0,217,1.0,1.0,141,1.0,1.0,56,1.0,1.0,128,1.0,1.0,371,1.0,1.0,40,1.0,1.0,92,1.0,1.0,10,1.0,1.0,109,1.0,1.0,32,1.0,1.0,165,1.0,1.0,64,1.0,1.0
uncertainty,wacatac,2,clean,2020-01,10436,2463,0.9706263498920087,0.9461052631578948,0.9964523281596452,522,0.9923371647509579,0.9904214559386973,112,1.0,1.0,522,0.9923371647509579,0.9904214559386973,407,0.9975429975429976,0.9926289926289926,236,1.0,1.0,120,1.0,1.0,82,1.0,1.0,450,1.0,1.0,198,1.0,1.0,41,1.0,1.0,52,1.0,1.0,17,1.0,1.0,173,1.0,1.0,70,1.0,1.0,357,1.0,1.0,87,1.0,1.0
uncertainty,wacatac,2,clean,2020-02,7972,2985,0.97973917093619,0.9740680713128039,0.9854766924338253,196,0.9897959183673469,0.9540816326530612,247,1.0,1.0,196,0.9897959183673469,0.9540816326530612,413,1.0,1.0,178,1.0,1.0,407,0.9975429975429976,0.9975429975429976,321,1.0,1.0,37,1.0,1.0,54,1.0,1.0,23,1.0,1.0,119,1.0,1.0,20,1.0,1.0,140,1.0,1.0,233,1.0,1.0,316,1.0,0.9936708860759493,66,0.9696969696969697,0.9696969696969697
uncertainty,wacatac,2,clean,2020-03,8567,3384,0.9868073878627969,0.9995888157894737,0.9743486973947896,199,0.8743718592964824,0.8592964824120602,258,1.0,1.0,199,0.8743718592964824,0.8592964824120602,328,0.9969512195121951,0.9969512195121951,334,1.0,1.0,499,0.9899799599198397,0.9899799599198397,610,0.9983606557377049,0.9983606557377049,195,1.0,1.0,260,1.0,0.9807692307692307,131,1.0,1.0,314,0.9968152866242038,0.9968152866242038,20,1.0,0.95,69,1.0,1.0,70,1.0,1.0,44,1.0,1.0,55,0.9818181818181818,0.9818181818181818
uncertainty,wacatac,2,clean,2020-04,9841,3812,0.9955632507304404,0.9997826559443599,0.9913793103448276,252,0.9722222222222222,0.9603174603174603,274,1.0,1.0,252,0.9722222222222222,0.9603174603174603,705,0.9971631205673759,0.9971631205673759,119,1.0,1.0,312,1.0,1.0,356,1.0,1.0,209,1.0,1.0,304,1.0,0.9967105263157895,190,1.0,1.0,94,1.0,1.0,75,1.0,1.0,84,1.0,1.0,32,1.0,1.0,7,nan,nan,52,1.0,1.0
uncertainty,wacatac,2,clean,2020-05,11570,4304,0.996133308782913,0.9994457786809533,0.9928427234354927,270,0.9666666666666667,0.9555555555555556,932,1.0,1.0,270,0.9666666666666667,0.9555555555555556,355,1.0,1.0,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,1.0,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,1.0,66,1.0,1.0
uncertainty,wacatac,2,clean,2020-06,12399,4882,0.9971496437054632,0.9988103735427076,0.9954944273179985,199,0.9748743718592965,0.9698492462311558,1559,1.0,1.0,199,0.9748743718592965,0.9698492462311558,99,1.0,1.0,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,1.0,338,1.0,1.0,145,1.0,1.0,13,1.0,1.0,21,1.0,1.0,139,1.0,1.0,0,nan,nan,32,0.96875,0.9375
uncertainty,wacatac,2,clean,2020-07,11387,5502,0.9966884094330155,0.999195171026157,0.9941941941941942,148,0.972972972972973,0.972972972972973,697,1.0,1.0,148,0.972972972972973,0.972972972972973,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,1.0,74,1.0,1.0,205,1.0,1.0,262,1.0,1.0,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,1.0
uncertainty,wacatac,2,clean,2020-08,6337,6071,0.9989528795811519,0.9997380141472361,0.9981689772430029,46,1.0,1.0,166,1.0,1.0,46,1.0,1.0,75,1.0,1.0,723,1.0,1.0,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,1.0,10,1.0,1.0,234,1.0,1.0,334,1.0,1.0,18,1.0,1.0,65,1.0,1.0,1,nan,nan,91,1.0,1.0
uncertainty,wacatac,2,clean,2020-09,8775,6388,0.9977016526212105,0.999561403508772,0.9958488092637099,73,0.9726027397260274,0.958904109589041,278,1.0,1.0,73,0.9726027397260274,0.958904109589041,62,1.0,1.0,704,1.0,1.0,230,1.0,1.0,247,1.0,1.0,158,1.0,1.0,117,1.0,1.0,14,1.0,1.0,129,1.0,1.0,218,1.0,1.0,22,1.0,1.0,116,1.0,1.0,1,nan,nan,88,1.0,1.0
uncertainty,wacatac,2,attacked,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,391,0.9974424552429667,0.9872122762148338,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
uncertainty,wacatac,2,attacked,2019-10,8474,1295,0.9801947696684539,0.9758169934640523,0.9846120026379424,385,0.9922077922077922,0.9402597402597402,63,1.0,1.0,385,0.9922077922077922,0.9402597402597402,508,0.9803149606299213,0.9665354330708661,91,1.0,1.0,290,1.0,1.0,37,1.0,1.0,185,1.0,1.0,75,1.0,0.9866666666666667,161,1.0,1.0,78,1.0,0.9871794871794872,31,1.0,0.8709677419354839,139,1.0,0.9928057553956835,28,1.0,1.0,47,1.0,1.0,126,0.9920634920634921,0.9920634920634921
uncertainty,wacatac,2,attacked,2019-11,6212,1804,0.9896124650419497,0.9860668789808917,0.9931836407377707,664,0.9984939759036144,0.9246987951807228,10,1.0,1.0,664,0.9984939759036144,0.9246987951807228,145,1.0,0.896551724137931,60,1.0,0.85,127,1.0,0.968503937007874,15,1.0,0.9333333333333333,92,1.0,1.0,140,1.0,0.20714285714285716,83,1.0,1.0,30,1.0,1.0,18,1.0,0.6666666666666666,50,1.0,0.56,15,1.0,0.6,97,1.0,0.865979381443299,56,1.0,0.07142857142857142
uncertainty,wacatac,2,attacked,2019-12,10159,2177,0.9890326555760937,0.9845436702649657,0.9935627630601634,1288,1.0,0.9790372670807453,81,1.0,1.0,1288,1.0,0.9790372670807453,277,1.0,0.9169675090252708,217,1.0,0.8202764976958525,141,1.0,0.9929078014184397,56,1.0,1.0,128,1.0,1.0,371,1.0,0.784366576819407,40,1.0,1.0,92,1.0,1.0,10,1.0,0.8,109,1.0,0.6880733944954128,32,1.0,0.71875,165,1.0,0.6545454545454545,64,1.0,0.171875
uncertainty,wacatac,2,attacked,2020-01,10436,2787,0.9702136844377294,0.9451219512195121,0.9966740576496674,522,0.9923371647509579,0.8084291187739464,112,1.0,1.0,522,0.9923371647509579,0.8084291187739464,407,1.0,0.4250614250614251,236,1.0,0.2457627118644068,120,1.0,0.575,82,1.0,0.34146341463414637,450,1.0,0.9777777777777777,198,1.0,0.09595959595959595,41,1.0,0.926829268292683,52,1.0,1.0,17,1.0,0.5294117647058824,173,1.0,0.3352601156069364,70,1.0,0.5857142857142857,357,1.0,0.0,87,1.0,0.0
uncertainty,wacatac,2,attacked,2020-02,7972,3309,0.9792589140060592,0.9742638534662648,0.9843054579526821,196,0.9846938775510204,0.8469387755102041,247,1.0,0.9919028340080972,196,0.9846938775510204,0.8469387755102041,413,1.0,0.784503631961259,178,1.0,0.8651685393258427,407,0.9975429975429976,0.995085995085995,321,1.0,0.9875389408099688,37,1.0,1.0,54,1.0,0.8148148148148148,23,1.0,1.0,119,1.0,1.0,20,1.0,0.35,140,1.0,0.7428571428571429,233,1.0,0.9914163090128756,316,1.0,0.12658227848101267,66,0.9696969696969697,0.7727272727272727
uncertainty,wacatac,2,attacked,2020-03,8567,3708,0.9873212293336038,0.9995892380365579,0.9753507014028057,199,0.8743718592964824,0.7236180904522613,258,1.0,1.0,199,0.8743718592964824,0.7236180904522613,328,0.9969512195121951,0.8262195121951219,334,1.0,1.0,499,0.9899799599198397,0.9799599198396793,610,1.0,0.9934426229508196,195,1.0,1.0,260,1.0,0.8115384615384615,131,1.0,1.0,314,0.9968152866242038,0.9968152866242038,20,1.0,0.7,69,1.0,0.7536231884057971,70,1.0,1.0,44,1.0,0.0,55,0.9818181818181818,0.5454545454545454
uncertainty,wacatac,2,attacked,2020-04,9841,4136,0.9953508487404044,0.9986981991755262,0.9920258620689655,252,0.9722222222222222,0.9166666666666666,274,1.0,1.0,252,0.9722222222222222,0.9166666666666666,705,0.9971631205673759,0.9361702127659575,119,1.0,1.0,312,1.0,0.9967948717948718,356,1.0,0.9971910112359551,209,1.0,1.0,304,1.0,0.9210526315789473,190,1.0,1.0,94,1.0,1.0,75,1.0,0.9066666666666666,84,1.0,0.8809523809523809,32,1.0,1.0,7,nan,nan,52,1.0,0.9615384615384616
uncertainty,wacatac,2,attacked,2020-05,11570,4628,0.9965022091310751,0.9996306555863342,0.9933932831712241,270,0.9666666666666667,0.8629629629629629,932,1.0,0.9989270386266095,270,0.9666666666666667,0.8629629629629629,355,1.0,0.9830985915492958,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,0.946236559139785,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,0.8,66,1.0,1.0
uncertainty,wacatac,2,attacked,2020-06,12399,5206,0.9977442716371839,0.9990489776509748,0.9964429689352621,199,0.9798994974874372,0.8442211055276382,1559,1.0,1.0,199,0.9798994974874372,0.8442211055276382,99,1.0,0.9494949494949495,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,0.9361702127659575,338,1.0,0.9970414201183432,145,1.0,1.0,13,1.0,0.9230769230769231,21,1.0,0.9523809523809523,139,1.0,1.0,0,nan,nan,32,0.96875,0.875
uncertainty,wacatac,2,attacked,2020-07,11387,5826,0.9972921472269581,0.9991961414790996,0.9953953953953953,148,0.9864864864864865,0.9594594594594594,697,1.0,1.0,148,0.9864864864864865,0.9594594594594594,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,1.0,74,1.0,1.0,205,1.0,1.0,262,1.0,0.9923664122137404,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,1.0
uncertainty,wacatac,2,attacked,2020-08,6337,6395,0.9986910994764397,0.9994760282944721,0.9979074025634319,46,1.0,1.0,166,1.0,1.0,46,1.0,1.0,75,1.0,1.0,723,1.0,1.0,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,1.0,10,1.0,1.0,234,1.0,1.0,334,1.0,1.0,18,1.0,1.0,65,1.0,1.0,1,nan,nan,91,1.0,1.0
uncertainty,wacatac,2,attacked,2020-09,8775,6712,0.9978108581436077,0.9997806536521167,0.9958488092637099,73,0.958904109589041,0.9315068493150684,278,1.0,1.0,73,0.958904109589041,0.9315068493150684,62,1.0,1.0,704,1.0,1.0,230,1.0,1.0,247,1.0,1.0,158,1.0,1.0,117,1.0,1.0,14,1.0,1.0,129,1.0,1.0,218,1.0,1.0,22,1.0,1.0,116,1.0,1.0,1,nan,nan,88,1.0,1.0
uncertainty,sfone,2,clean,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,40,1.0,1.0,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
uncertainty,sfone,2,clean,2019-10,8474,1220,0.9767948578276501,0.9682505399568034,0.9854913167729171,63,1.0,1.0,63,1.0,1.0,385,0.9948051948051948,0.9896103896103896,508,0.9803149606299213,0.9803149606299213,91,1.0,1.0,290,1.0,1.0,37,1.0,1.0,185,1.0,1.0,75,1.0,1.0,161,1.0,1.0,78,1.0,1.0,31,1.0,1.0,139,1.0,1.0,28,1.0,1.0,47,1.0,1.0,126,1.0,0.9920634920634921
uncertainty,sfone,2,clean,2019-11,6212,1644,0.9894148192530458,0.9856744926382809,0.9931836407377707,10,1.0,1.0,10,1.0,1.0,664,0.9984939759036144,0.9984939759036144,145,1.0,1.0,60,1.0,1.0,127,1.0,1.0,15,1.0,1.0,92,1.0,1.0,140,1.0,1.0,83,1.0,1.0,30,1.0,1.0,18,1.0,1.0,50,1.0,1.0,15,1.0,1.0,97,1.0,1.0,56,1.0,1.0
uncertainty,sfone,2,clean,2019-12,10159,1955,0.9886699507389163,0.9835824552805685,0.9938103490963109,81,1.0,1.0,81,1.0,1.0,1288,1.0,1.0,277,1.0,1.0,217,1.0,1.0,141,1.0,1.0,56,1.0,1.0,128,1.0,1.0,371,1.0,1.0,40,1.0,1.0,92,1.0,1.0,10,1.0,1.0,109,1.0,1.0,32,1.0,1.0,165,1.0,1.0,64,1.0,1.0
uncertainty,sfone,2,clean,2020-01,10436,2463,0.9706263498920087,0.9461052631578948,0.9964523281596452,112,1.0,1.0,112,1.0,1.0,522,0.9923371647509579,0.9904214559386973,407,0.9975429975429976,0.9926289926289926,236,1.0,1.0,120,1.0,1.0,82,1.0,1.0,450,1.0,1.0,198,1.0,1.0,41,1.0,1.0,52,1.0,1.0,17,1.0,1.0,173,1.0,1.0,70,1.0,1.0,357,1.0,1.0,87,1.0,1.0
uncertainty,sfone,2,clean,2020-02,7972,2985,0.97973917093619,0.9740680713128039,0.9854766924338253,247,1.0,1.0,247,1.0,1.0,196,0.9897959183673469,0.9540816326530612,413,1.0,1.0,178,1.0,1.0,407,0.9975429975429976,0.9975429975429976,321,1.0,1.0,37,1.0,1.0,54,1.0,1.0,23,1.0,1.0,119,1.0,1.0,20,1.0,1.0,140,1.0,1.0,233,1.0,1.0,316,1.0,0.9936708860759493,66,0.9696969696969697,0.9696969696969697
uncertainty,sfone,2,clean,2020-03,8567,3384,0.9868073878627969,0.9995888157894737,0.9743486973947896,258,1.0,1.0,258,1.0,1.0,199,0.8743718592964824,0.8592964824120602,328,0.9969512195121951,0.9969512195121951,334,1.0,1.0,499,0.9899799599198397,0.9899799599198397,610,0.9983606557377049,0.9983606557377049,195,1.0,1.0,260,1.0,0.9807692307692307,131,1.0,1.0,314,0.9968152866242038,0.9968152866242038,20,1.0,0.95,69,1.0,1.0,70,1.0,1.0,44,1.0,1.0,55,0.9818181818181818,0.9818181818181818
uncertainty,sfone,2,clean,2020-04,9841,3812,0.9955632507304404,0.9997826559443599,0.9913793103448276,274,1.0,1.0,274,1.0,1.0,252,0.9722222222222222,0.9603174603174603,705,0.9971631205673759,0.9971631205673759,119,1.0,1.0,312,1.0,1.0,356,1.0,1.0,209,1.0,1.0,304,1.0,0.9967105263157895,190,1.0,1.0,94,1.0,1.0,75,1.0,1.0,84,1.0,1.0,32,1.0,1.0,7,nan,nan,52,1.0,1.0
uncertainty,sfone,2,clean,2020-05,11570,4304,0.996133308782913,0.9994457786809533,0.9928427234354927,932,1.0,1.0,932,1.0,1.0,270,0.9666666666666667,0.9555555555555556,355,1.0,1.0,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,1.0,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,1.0,66,1.0,1.0
uncertainty,sfone,2,clean,2020-06,12399,4882,0.9971496437054632,0.9988103735427076,0.9954944273179985,1559,1.0,1.0,1559,1.0,1.0,199,0.9748743718592965,0.9698492462311558,99,1.0,1.0,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,1.0,338,1.0,1.0,145,1.0,1.0,13,1.0,1.0,21,1.0,1.0,139,1.0,1.0,0,nan,nan,32,0.96875,0.9375
uncertainty,sfone,2,clean,2020-07,11387,5502,0.9966884094330155,0.999195171026157,0.9941941941941942,697,1.0,1.0,697,1.0,1.0,148,0.972972972972973,0.972972972972973,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,1.0,74,1.0,1.0,205,1.0,1.0,262,1.0,1.0,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,1.0
uncertainty,sfone,2,clean,2020-08,6337,6071,0.9989528795811519,0.9997380141472361,0.9981689772430029,166,1.0,1.0,166,1.0,1.0,46,1.0,1.0,75,1.0,1.0,723,1.0,1.0,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,1.0,10,1.0,1.0,234,1.0,1.0,334,1.0,1.0,18,1.0,1.0,65,1.0,1.0,1,nan,nan,91,1.0,1.0
uncertainty,sfone,2,clean,2020-09,8775,6388,0.9977016526212105,0.999561403508772,0.9958488092637099,278,1.0,1.0,278,1.0,1.0,73,0.9726027397260274,0.958904109589041,62,1.0,1.0,704,1.0,1.0,230,1.0,1.0,247,1.0,1.0,158,1.0,1.0,117,1.0,1.0,14,1.0,1.0,129,1.0,1.0,218,1.0,1.0,22,1.0,1.0,116,1.0,1.0,1,nan,nan,88,1.0,1.0
uncertainty,sfone,2,attacked,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,40,1.0,1.0,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
uncertainty,sfone,2,attacked,2019-10,8474,1295,0.9801947696684539,0.9758169934640523,0.9846120026379424,63,1.0,1.0,63,1.0,1.0,385,0.9922077922077922,0.9402597402597402,508,0.9803149606299213,0.9665354330708661,91,1.0,1.0,290,1.0,1.0,37,1.0,1.0,185,1.0,1.0,75,1.0,0.9866666666666667,161,1.0,1.0,78,1.0,0.9871794871794872,31,1.0,0.8709677419354839,139,1.0,0.9928057553956835,28,1.0,1.0,47,1.0,1.0,126,0.9920634920634921,0.9920634920634921
uncertainty,sfone,2,attacked,2019-11,6212,1804,0.9896124650419497,0.9860668789808917,0.9931836407377707,10,1.0,1.0,10,1.0,1.0,664,0.9984939759036144,0.9246987951807228,145,1.0,0.896551724137931,60,1.0,0.85,127,1.0,0.968503937007874,15,1.0,0.9333333333333333,92,1.0,1.0,140,1.0,0.20714285714285716,83,1.0,1.0,30,1.0,1.0,18,1.0,0.6666666666666666,50,1.0,0.56,15,1.0,0.6,97,1.0,0.865979381443299,56,1.0,0.07142857142857142
uncertainty,sfone,2,attacked,2019-12,10159,2177,0.9890326555760937,0.9845436702649657,0.9935627630601634,81,1.0,1.0,81,1.0,1.0,1288,1.0,0.9790372670807453,277,1.0,0.9169675090252708,217,1.0,0.8202764976958525,141,1.0,0.9929078014184397,56,1.0,1.0,128,1.0,1.0,371,1.0,0.784366576819407,40,1.0,1.0,92,1.0,1.0,10,1.0,0.8,109,1.0,0.6880733944954128,32,1.0,0.71875,165,1.0,0.6545454545454545,64,1.0,0.171875
uncertainty,sfone,2,attacked,2020-01,10436,2787,0.9702136844377294,0.9451219512195121,0.9966740576496674,112,1.0,1.0,112,1.0,1.0,522,0.9923371647509579,0.8084291187739464,407,1.0,0.4250614250614251,236,1.0,0.2457627118644068,120,1.0,0.575,82,1.0,0.34146341463414637,450,1.0,0.9777777777777777,198,1.0,0.09595959595959595,41,1.0,0.926829268292683,52,1.0,1.0,17,1.0,0.5294117647058824,173,1.0,0.3352601156069364,70,1.0,0.5857142857142857,357,1.0,0.0,87,1.0,0.0
uncertainty,sfone,2,attacked,2020-02,7972,3309,0.9792589140060592,0.9742638534662648,0.9843054579526821,247,1.0,0.9919028340080972,247,1.0,0.9919028340080972,196,0.9846938775510204,0.8469387755102041,413,1.0,0.784503631961259,178,1.0,0.8651685393258427,407,0.9975429975429976,0.995085995085995,321,1.0,0.9875389408099688,37,1.0,1.0,54,1.0,0.8148148148148148,23,1.0,1.0,119,1.0,1.0,20,1.0,0.35,140,1.0,0.7428571428571429,233,1.0,0.9914163090128756,316,1.0,0.12658227848101267,66,0.9696969696969697,0.7727272727272727
uncertainty,sfone,2,attacked,2020-03,8567,3708,0.9873212293336038,0.9995892380365579,0.9753507014028057,258,1.0,1.0,258,1.0,1.0,199,0.8743718592964824,0.7236180904522613,328,0.9969512195121951,0.8262195121951219,334,1.0,1.0,499,0.9899799599198397,0.9799599198396793,610,1.0,0.9934426229508196,195,1.0,1.0,260,1.0,0.8115384615384615,131,1.0,1.0,314,0.9968152866242038,0.9968152866242038,20,1.0,0.7,69,1.0,0.7536231884057971,70,1.0,1.0,44,1.0,0.0,55,0.9818181818181818,0.5454545454545454
uncertainty,sfone,2,attacked,2020-04,9841,4136,0.9953508487404044,0.9986981991755262,0.9920258620689655,274,1.0,1.0,274,1.0,1.0,252,0.9722222222222222,0.9166666666666666,705,0.9971631205673759,0.9361702127659575,119,1.0,1.0,312,1.0,0.9967948717948718,356,1.0,0.9971910112359551,209,1.0,1.0,304,1.0,0.9210526315789473,190,1.0,1.0,94,1.0,1.0,75,1.0,0.9066666666666666,84,1.0,0.8809523809523809,32,1.0,1.0,7,nan,nan,52,1.0,0.9615384615384616
uncertainty,sfone,2,attacked,2020-05,11570,4628,0.9965022091310751,0.9996306555863342,0.9933932831712241,932,1.0,0.9989270386266095,932,1.0,0.9989270386266095,270,0.9666666666666667,0.8629629629629629,355,1.0,0.9830985915492958,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,0.946236559139785,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,0.8,66,1.0,1.0
uncertainty,sfone,2,attacked,2020-06,12399,5206,0.9977442716371839,0.9990489776509748,0.9964429689352621,1559,1.0,1.0,1559,1.0,1.0,199,0.9798994974874372,0.8442211055276382,99,1.0,0.9494949494949495,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,0.9361702127659575,338,1.0,0.9970414201183432,145,1.0,1.0,13,1.0,0.9230769230769231,21,1.0,0.9523809523809523,139,1.0,1.0,0,nan,nan,32,0.96875,0.875
uncertainty,sfone,2,attacked,2020-07,11387,5826,0.9972921472269581,0.9991961414790996,0.9953953953953953,697,1.0,1.0,697,1.0,1.0,148,0.9864864864864865,0.9594594594594594,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,1.0,74,1.0,1.0,205,1.0,1.0,262,1.0,0.9923664122137404,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,1.0
uncertainty,sfone,2,attacked,2020-08,6337,6395,0.9986910994764397,0.9994760282944721,0.9979074025634319,166,1.0,1.0,166,1.0,1.0,46,1.0,1.0,75,1.0,1.0,723,1.0,1.0,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,1.0,10,1.0,1.0,234,1.0,1.0,334,1.0,1.0,18,1.0,1.0,65,1.0,1.0,1,nan,nan,91,1.0,1.0
uncertainty,sfone,2,attacked,2020-09,8775,6712,0.9978108581436077,0.9997806536521167,0.9958488092637099,278,1.0,1.0,278,1.0,1.0,73,0.958904109589041,0.9315068493150684,62,1.0,1.0,704,1.0,1.0,230,1.0,1.0,247,1.0,1.0,158,1.0,1.0,117,1.0,1.0,14,1.0,1.0,129,1.0,1.0,218,1.0,1.0,22,1.0,1.0,116,1.0,1.0,1,nan,nan,88,1.0,1.0
random,wacatac,3,clean,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,391,0.9974424552429667,0.9872122762148338,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
random,wacatac,3,clean,2019-10,8474,1220,0.9709239715701056,0.9516571669833228,0.9909870301165091,385,1.0,0.9948051948051948,63,1.0,1.0,385,1.0,0.9948051948051948,508,0.9803149606299213,0.9803149606299213,91,0.978021978021978,1.0,290,1.0,1.0,37,1.0,1.0,185,1.0,1.0,75,1.0,1.0,161,1.0,1.0,78,1.0,1.0,31,1.0,1.0,139,1.0,1.0,28,1.0,1.0,47,1.0,1.0,126,0.9920634920634921,0.9920634920634921
random,wacatac,3,clean,2019-11,6212,1644,0.973089766254174,0.9537928378898729,0.9931836407377707,664,0.9984939759036144,0.9984939759036144,10,1.0,1.0,664,0.9984939759036144,0.9984939759036144,145,1.0,1.0,60,1.0,1.0,127,1.0,1.0,15,1.0,1.0,92,1.0,1.0,140,1.0,1.0,83,1.0,1.0,30,1.0,1.0,18,1.0,1.0,50,1.0,1.0,15,1.0,1.0,97,1.0,1.0,56,0.9821428571428571,0.9821428571428571
random,wacatac,3,clean,2019-12,10159,1955,0.9732218587180419,0.9530137636449929,0.994305521168606,1288,1.0,0.9992236024844721,81,1.0,1.0,1288,1.0,0.9992236024844721,277,1.0,1.0,217,1.0,1.0,141,1.0,1.0,56,1.0,1.0,128,1.0,1.0,371,1.0,1.0,40,1.0,1.0,92,1.0,1.0,10,1.0,1.0,109,1.0,1.0,32,1.0,1.0,165,1.0,1.0,64,1.0,1.0
random,wacatac,3,clean,2020-01,10436,2463,0.9092931540095055,0.8358430935118052,0.9968957871396896,522,0.9923371647509579,0.9923371647509579,112,1.0,1.0,522,0.9923371647509579,0.9923371647509579,407,0.9975429975429976,0.995085995085995,236,1.0,1.0,120,1.0,1.0,82,1.0,1.0,450,1.0,1.0,198,1.0,1.0,41,1.0,1.0,52,1.0,1.0,17,1.0,1.0,173,1.0,1.0,70,1.0,1.0,357,1.0,1.0,87,1.0,1.0
